InventoryId,SalesDate,SalesQuantity,SalesDollars,Store,Brand,Description,SalesPrice,VendorNo,VendorName,City,State,PurchasePrice,SAB,STaxRate,SalesTax
NJ-4291-89975,2017-10-31,10,99.9,NJ-4291,89975,Special Edition: Imaginext Power Rangers Blue Ranger & Black Ranger (Limited Stock),9.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,6.618375
NJ-4291-89975,2017-11-30,100,999.0,NJ-4291,89975,Special Edition: Imaginext Power Rangers Blue Ranger & Black Ranger (Limited Stock),9.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,66.18375
NJ-4291-89975,2017-11-30,100,999.0,NJ-4291,89975,Special Edition: Imaginext Power Rangers Blue Ranger & Black Ranger (Limited Stock),9.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,66.18375
NJ-4291-89975,2017-11-30,10,99.9,NJ-4291,89975,Special Edition: Imaginext Power Rangers Blue Ranger & Black Ranger (Limited Stock),9.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,6.618375
NJ-4291-89975,2017-12-31,50,499.5,NJ-4291,89975,Special Edition: Imaginext Power Rangers Blue Ranger & Black Ranger (Limited Stock),9.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,33.091875
NJ-4291-89975,2017-12-31,100,999.0,NJ-4291,89975,Special Edition: Imaginext Power Rangers Blue Ranger & Black Ranger (Limited Stock),9.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,66.18375
NJ-4291-89975,2017-12-31,100,999.0,NJ-4291,89975,Special Edition: Imaginext Power Rangers Blue Ranger & Black Ranger (Limited Stock),9.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,66.18375
NJ-4291-89975,2018-01-31,100,999.0,NJ-4291,89975,Special Edition: Imaginext Power Rangers Blue Ranger & Black Ranger (Limited Stock),9.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,66.18375
NJ-4291-89975,2018-01-31,50,499.5,NJ-4291,89975,Special Edition: Imaginext Power Rangers Blue Ranger & Black Ranger (Limited Stock),9.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,33.091875
NJ-4291-89975,2018-01-31,50,499.5,NJ-4291,89975,Special Edition: Imaginext Power Rangers Blue Ranger & Black Ranger (Limited Stock),9.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,33.091875
NJ-4291-89976,2017-02-28,10,79.9,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,5.293375000000001
NJ-4291-89976,2017-03-31,100,799.0,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,52.93375
NJ-4291-89976,2017-03-31,10,79.9,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,5.293375000000001
NJ-4291-89976,2017-03-31,10,79.9,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,5.293375000000001
NJ-4291-89976,2017-04-30,100,799.0,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,52.93375
NJ-4291-89976,2017-04-30,10,79.9,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,5.293375000000001
NJ-4291-89976,2017-06-30,10,79.9,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,5.293375000000001
NJ-4291-89976,2017-06-30,100,799.0,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,52.93375
NJ-4291-89976,2017-06-30,50,399.5,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,26.466875
NJ-4291-89976,2017-08-31,50,399.5,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,26.466875
NJ-4291-89976,2017-09-30,10,79.9,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,5.293375000000001
NJ-4291-89976,2017-09-30,10,79.9,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,5.293375000000001
NJ-4291-89976,2017-09-30,10,79.9,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,5.293375000000001
NJ-4291-89976,2017-09-30,10,79.9,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,5.293375000000001
NJ-4291-89976,2017-11-30,100,799.0,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,52.93375
NJ-4291-89976,2017-11-30,50,399.5,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,26.466875
NJ-4291-89976,2017-11-30,100,799.0,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,52.93375
NJ-4291-89976,2017-11-30,50,399.5,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,26.466875
NJ-4291-89976,2017-11-30,10,79.9,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,5.293375000000001
NJ-4291-89976,2017-12-31,50,399.5,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,26.466875
NJ-4291-89976,2017-12-31,50,399.5,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,26.466875
NJ-4291-89976,2017-12-31,50,399.5,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,26.466875
NJ-4291-89976,2017-12-31,10,79.9,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,5.293375000000001
NJ-4291-89976,2017-12-31,10,79.9,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,5.293375000000001
NJ-4291-89976,2017-12-31,50,399.5,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,26.466875
NJ-4291-89976,2018-01-31,50,399.5,NJ-4291,89976,Special Edition: Poppity Pop Turtle (Limited Stock),7.99,55185,FisherPrice,Trenton,NJ,2.99,NJ,0.06625,26.466875
NJ-4291-89977,2017-03-31,50,1499.5,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,99.341875
NJ-4291-89977,2017-03-31,10,299.9,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,19.868375
NJ-4291-89977,2017-03-31,100,2999.0,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,198.68375
NJ-4291-89977,2017-04-30,10,299.9,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,19.868375
NJ-4291-89977,2017-05-31,10,299.9,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,19.868375
NJ-4291-89977,2017-05-31,50,1499.5,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,99.341875
NJ-4291-89977,2017-05-31,50,1499.5,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,99.341875
NJ-4291-89977,2017-05-31,100,2999.0,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,198.68375
NJ-4291-89977,2017-06-30,50,1499.5,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,99.341875
NJ-4291-89977,2017-08-31,100,2999.0,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,198.68375
NJ-4291-89977,2017-08-31,50,1499.5,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,99.341875
NJ-4291-89977,2017-09-30,10,299.9,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,19.868375
NJ-4291-89977,2017-09-30,100,2999.0,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,198.68375
NJ-4291-89977,2017-10-31,50,1499.5,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,99.341875
NJ-4291-89977,2017-10-31,100,2999.0,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,198.68375
NJ-4291-89977,2017-10-31,10,299.9,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,19.868375
NJ-4291-89977,2017-11-30,50,1499.5,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,99.341875
NJ-4291-89977,2017-11-30,100,2999.0,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,198.68375
NJ-4291-89977,2017-12-31,10,299.9,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,19.868375
NJ-4291-89977,2017-12-31,100,2999.0,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,198.68375
NJ-4291-89977,2018-01-31,100,2999.0,NJ-4291,89977,Special Edition: Thomas & Friends Wooden Railway Battery-Operated James (Limited Stock),29.99,55185,FisherPrice,Trenton,NJ,9.99,NJ,0.06625,198.68375
NJ-4291-89978,2017-03-31,100,1195.0,NJ-4291,89978,Special Edition: Thomas & Friends Wooden Railway Series Tidmouth Sheds Deluxe Set (Limited Stock),11.95,55185,FisherPrice,Trenton,NJ,3.99,NJ,0.06625,79.16875
NJ-4291-89978,2017-03-31,10,119.5,NJ-4291,89978,Special Edition: Thomas & Friends Wooden Railway Series Tidmouth Sheds Deluxe Set (Limited Stock),11.95,55185,FisherPrice,Trenton,NJ,3.99,NJ,0.06625,7.916875
NJ-4291-89978,2017-04-30,100,1195.0,NJ-4291,89978,Special Edition: Thomas & Friends Wooden Railway Series Tidmouth Sheds Deluxe Set (Limited Stock),11.95,55185,FisherPrice,Trenton,NJ,3.99,NJ,0.06625,79.16875
NJ-4291-89978,2017-05-31,100,1195.0,NJ-4291,89978,Special Edition: Thomas & Friends Wooden Railway Series Tidmouth Sheds Deluxe Set (Limited Stock),11.95,55185,FisherPrice,Trenton,NJ,3.99,NJ,0.06625,79.16875
NJ-4291-89978,2017-06-30,100,1195.0,NJ-4291,89978,Special Edition: Thomas & Friends Wooden Railway Series Tidmouth Sheds Deluxe Set (Limited Stock),11.95,55185,FisherPrice,Trenton,NJ,3.99,NJ,0.06625,79.16875
NJ-4291-89978,2017-06-30,50,597.5,NJ-4291,89978,Special Edition: Thomas & Friends Wooden Railway Series Tidmouth Sheds Deluxe Set (Limited Stock),11.95,55185,FisherPrice,Trenton,NJ,3.99,NJ,0.06625,39.584375
NJ-4291-89978,2017-06-30,50,597.5,NJ-4291,89978,Special Edition: Thomas & Friends Wooden Railway Series Tidmouth Sheds Deluxe Set (Limited Stock),11.95,55185,FisherPrice,Trenton,NJ,3.99,NJ,0.06625,39.584375
NJ-4291-89978,2017-08-31,100,1195.0,NJ-4291,89978,Special Edition: Thomas & Friends Wooden Railway Series Tidmouth Sheds Deluxe Set (Limited Stock),11.95,55185,FisherPrice,Trenton,NJ,3.99,NJ,0.06625,79.16875
NJ-4291-89978,2017-08-31,50,597.5,NJ-4291,89978,Special Edition: Thomas & Friends Wooden Railway Series Tidmouth Sheds Deluxe Set (Limited Stock),11.95,55185,FisherPrice,Trenton,NJ,3.99,NJ,0.06625,39.584375
NJ-4291-89978,2017-09-30,50,597.5,NJ-4291,89978,Special Edition: Thomas & Friends Wooden Railway Series Tidmouth Sheds Deluxe Set (Limited Stock),11.95,55185,FisherPrice,Trenton,NJ,3.99,NJ,0.06625,39.584375
NJ-4291-89978,2017-09-30,10,119.5,NJ-4291,89978,Special Edition: Thomas & Friends Wooden Railway Series Tidmouth Sheds Deluxe Set (Limited Stock),11.95,55185,FisherPrice,Trenton,NJ,3.99,NJ,0.06625,7.916875
NJ-4291-89978,2017-09-30,100,1195.0,NJ-4291,89978,Special Edition: Thomas & Friends Wooden Railway Series Tidmouth Sheds Deluxe Set (Limited Stock),11.95,55185,FisherPrice,Trenton,NJ,3.99,NJ,0.06625,79.16875
NJ-4291-89978,2017-10-31,100,1195.0,NJ-4291,89978,Special Edition: Thomas & Friends Wooden Railway Series Tidmouth Sheds Deluxe Set (Limited Stock),11.95,55185,FisherPrice,Trenton,NJ,3.99,NJ,0.06625,79.16875
NJ-4291-89978,2017-12-31,10,119.5,NJ-4291,89978,Special Edition: Thomas & Friends Wooden Railway Series Tidmouth Sheds Deluxe Set (Limited Stock),11.95,55185,FisherPrice,Trenton,NJ,3.99,NJ,0.06625,7.916875
NJ-4291-89978,2017-12-31,10,119.5,NJ-4291,89978,Special Edition: Thomas & Friends Wooden Railway Series Tidmouth Sheds Deluxe Set (Limited Stock),11.95,55185,FisherPrice,Trenton,NJ,3.99,NJ,0.06625,7.916875
NJ-4291-89978,2017-12-31,50,597.5,NJ-4291,89978,Special Edition: Thomas & Friends Wooden Railway Series Tidmouth Sheds Deluxe Set (Limited Stock),11.95,55185,FisherPrice,Trenton,NJ,3.99,NJ,0.06625,39.584375
NJ-4291-89978,2017-12-31,50,597.5,NJ-4291,89978,Special Edition: Thomas & Friends Wooden Railway Series Tidmouth Sheds Deluxe Set (Limited Stock),11.95,55185,FisherPrice,Trenton,NJ,3.99,NJ,0.06625,39.584375
NJ-4291-89978,2017-12-31,10,119.5,NJ-4291,89978,Special Edition: Thomas & Friends Wooden Railway Series Tidmouth Sheds Deluxe Set (Limited Stock),11.95,55185,FisherPrice,Trenton,NJ,3.99,NJ,0.06625,7.916875
NJ-4291-89978,2017-12-31,100,1195.0,NJ-4291,89978,Special Edition: Thomas & Friends Wooden Railway Series Tidmouth Sheds Deluxe Set (Limited Stock),11.95,55185,FisherPrice,Trenton,NJ,3.99,NJ,0.06625,79.16875
NJ-4291-89978,2018-01-31,50,597.5,NJ-4291,89978,Special Edition: Thomas & Friends Wooden Railway Series Tidmouth Sheds Deluxe Set (Limited Stock),11.95,55185,FisherPrice,Trenton,NJ,3.99,NJ,0.06625,39.584375
NJ-4291-89979,2017-02-28,50,2204.5,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,146.048125
NJ-4291-89979,2017-02-28,50,2204.5,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,146.048125
NJ-4291-89979,2017-03-31,10,440.9,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,29.209625000000003
NJ-4291-89979,2017-03-31,100,4409.0,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,292.09625
NJ-4291-89979,2017-04-30,100,4409.0,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,292.09625
NJ-4291-89979,2017-04-30,50,2204.5,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,146.048125
NJ-4291-89979,2017-06-30,10,440.9,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,29.209625000000003
NJ-4291-89979,2017-06-30,50,2204.5,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,146.048125
NJ-4291-89979,2017-06-30,10,440.9,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,29.209625000000003
NJ-4291-89979,2017-06-30,10,440.9,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,29.209625000000003
NJ-4291-89979,2017-07-31,100,4409.0,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,292.09625
NJ-4291-89979,2017-08-31,100,4409.0,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,292.09625
NJ-4291-89979,2017-10-31,100,4409.0,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,292.09625
NJ-4291-89979,2017-10-31,50,2204.5,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,146.048125
NJ-4291-89979,2017-10-31,50,2204.5,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,146.048125
NJ-4291-89979,2017-11-30,50,2204.5,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,146.048125
NJ-4291-89979,2017-11-30,100,4409.0,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,292.09625
NJ-4291-89979,2017-11-30,10,440.9,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,29.209625000000003
NJ-4291-89979,2017-12-31,10,440.9,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,29.209625000000003
NJ-4291-89979,2017-12-31,100,4409.0,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,292.09625
NJ-4291-89979,2017-12-31,10,440.9,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,29.209625000000003
NJ-4291-89979,2017-12-31,50,2204.5,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,146.048125
NJ-4291-89979,2017-12-31,10,440.9,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,29.209625000000003
NJ-4291-89979,2017-12-31,10,440.9,NJ-4291,89979,Special Edition: Baby's Bandstand Play Gym (Limited Stock),44.09,55185,FisherPrice,Trenton,NJ,14.99,NJ,0.06625,29.209625000000003
